cell_id,voxel_count,volume_um,surface_area,sphericity,elongation,solidity,centroid_z,centroid_y,centroid_x,bbox_min_z,bbox_min_y,bbox_min_x,bbox_max_z,bbox_max_y,bbox_max_x,log_volume,log_surface_area,sa_per_vol,width,height,depth,aspect_ratio,cluster_id,cluster_label,u_major,major_axis,length_z,length_y,length_x,aspect_max_over_mid,aspect_max_over_min,azimuth,elevation,ambiguous
41882,15935,917.856,1097.3375999999998,0.41622378880033617,1.8676570119713332,0.8467506231320895,767,108,186,744,437,761,791,466,794,6.822040515571145,7.0006421613351435,1.1955443991214307,33,29,47,1.1379310344827587,0,Reln-Cck-Chrna4-Ptprt,[-1.  0.  0.],z,48.0,30.0,34.0,1.411764705882353,1.6,3.141592653589793,0.0,False
23951,15343,883.7568,956.9088,0.4654096904515909,1.6294980263631593,0.9890733234754993,595,396,287,570,1638,1186,615,1665,1217,6.7841819116649145,6.863708089106187,1.0827739034087207,31,27,45,1.1481481481481481,0,Reln-Cck-Chrna4-Ptprt,[1. 0. 0.],z,46.0,28.0,32.0,1.4375,1.6428571428571428,0.0,0.0,False
15967,11335,652.896,649.9007999999999,0.5600150839548199,1.877404364782107,1.0,501,183,488,490,747,2025,513,790,2047,6.481417851661337,6.476819735858155,0.9954124393471547,22,43,23,0.5116279069767442,0,Reln-Cck-Chrna4-Ptprt,[ 0. -1.  0.],y,24.0,44.0,23.0,1.8333333333333333,1.9130434782608696,-1.5707963267948966,0.0,False
13195,13400,771.84,740.4096,0.5495791793674127,1.3885106668339888,1.0,454,180,468,441,739,1937,469,766,1969,6.648777274658712,6.607203546579629,0.9592786069651741,32,27,28,1.1851851851851851,0,Reln-Cck-Chrna4-Ptprt,[ 0.  0. -1.],x,29.0,28.0,33.0,1.1379310344827587,1.1785714285714286,0.0,-1.5707963267948966,False
26776,12493,719.5968,825.5232,0.4704148147549984,1.56500954224427,0.9831201980959235,619,511,539,595,2117,2238,638,2144,2265,6.578691055151538,6.716017367144553,1.1472024333626831,27,27,43,1.0,0,Reln-Cck-Chrna4-Ptprt,[1. 0. 0.],z,44.0,28.0,28.0,1.5714285714285714,1.5714285714285714,0.0,0.0,False
50193,12082,695.9232,812.7552,0.46726714363864297,2.185047693424515,1.0,835,388,467,814,1612,1932,854,1631,1964,6.545239309418395,6.700429957194922,1.1678805937206864,32,19,40,1.6842105263157894,0,Reln-Cck-Chrna4-Ptprt,[1. 0. 0.],z,41.0,20.0,33.0,1.2424242424242424,2.05,0.0,0.0,False
18665,12258,706.0608,849.1007999999999,0.45159896860990373,2.2806109822106713,0.8105177290975109,534,472,500,522,1937,2072,550,1983,2103,6.559701352765385,6.7441779071789405,1.2025887855550117,31,46,28,0.6739130434782609,0,Reln-Cck-Chrna4-Ptprt,[ 0. -1.  0.],y,29.0,47.0,32.0,1.46875,1.6206896551724137,-1.5707963267948966,0.0,False
19695,13580,782.208,773.2224000000001,0.5309592605720996,1.5315137047259009,1.0,547,478,447,533,1980,1848,561,2013,1877,6.6621206898323955,6.650566717426696,0.9885125184094258,29,33,28,0.8787878787878788,0,Reln-Cck-Chrna4-Ptprt,[ 0. -1.  0.],y,29.0,34.0,30.0,1.1333333333333333,1.1724137931034482,-1.5707963267948966,0.0,False
20178,11626,669.6576,879.8976,0.42068193163561635,1.90929905980139,0.9231135661328551,552,291,433,528,1198,1792,572,1228,1820,6.506766536981004,6.779805537065116,1.3139514880440393,28,30,44,0.9333333333333333,0,Reln-Cck-Chrna4-Ptprt,[1. 0. 0.],z,45.0,31.0,29.0,1.4516129032258065,1.5517241379310345,0.0,0.0,False
12028,16930,975.168,989.2032,0.48074883399052043,1.762303215520327,0.9595057927536603,420,198,57,402,812,225,440,842,253,6.882609763846889,6.896899770579352,1.014392596967907,28,30,38,0.9333333333333333,0,Reln-Cck-Chrna4-Ptprt,[-1.  0.  0.],z,39.0,31.0,29.0,1.2580645161290323,1.3448275862068966,3.141592653589793,0.0,False
20892,13482,776.5631999999999,927.9552,0.44029286953962565,2.2822899209839784,0.9880662980813257,562,95,101,539,387,409,585,410,436,6.6548780301330925,6.832983455758814,1.1949512930821342,27,23,46,1.173913043478261,0,Reln-Cck-Chrna4-Ptprt,[1. 0. 0.],z,47.0,24.0,28.0,1.6785714285714286,1.9583333333333333,0.0,0.0,False
22705,10358,596.6208,653.472,0.5244725154076596,1.3604065499713347,1.0,581,521,498,565,2160,2063,595,2184,2088,6.391281735703545,6.482299685933651,1.0952886657655918,25,24,30,1.0416666666666667,0,Reln-Cck-Chrna4-Ptprt,[1. 0. 0.],z,31.0,25.0,26.0,1.1923076923076923,1.24,0.0,0.0,False
12225,14482,834.1632,823.2192,0.5205582310428949,1.4226503441509672,1.0,424,488,358,407,2024,1477,440,2049,1507,6.726429066668475,6.713222507863009,0.9868802651567463,30,25,33,1.2,0,Reln-Cck-Chrna4-Ptprt,[1. 0. 0.],z,34.0,26.0,31.0,1.096774193548387,1.3076923076923077,0.0,0.0,False
12603,10682,615.2832,632.6016,0.5530153801734776,1.5677550127408557,0.9934741812513354,436,175,494,424,716,2048,447,750,2073,6.422082649619424,6.4498408401127385,1.0281470386319664,25,34,23,0.7352941176470589,0,Reln-Cck-Chrna4-Ptprt,[ 0. -1.  0.],y,24.0,35.0,26.0,1.3461538461538463,1.4583333333333333,-1.5707963267948966,0.0,False
12951,13984,805.4784,795.5712,0.5262284659052822,1.9293504023108494,1.0,446,386,350,433,1595,1442,460,1624,1477,6.691436386615025,6.6790603472295915,0.9877002288329519,35,29,27,1.206896551724138,0,Reln-Cck-Chrna4-Ptprt,[ 0.  0. -1.],x,28.0,30.0,36.0,1.2,1.2857142857142858,0.0,-1.5707963267948966,False
13230,15025,865.4399999999999,797.376,0.5507809879799699,1.456582569157943,1.0,454,238,468,441,975,1938,467,1009,1971,6.7632380481231165,6.681326336676398,0.9213533000554631,33,34,26,0.9705882352941176,0,Reln-Cck-Chrna4-Ptprt,[ 0. -1.  0.],y,27.0,35.0,34.0,1.0294117647058822,1.2962962962962963,-1.5707963267948966,0.0,True
